"","Trans2","Trans4","Trans5","Trans6","Trans7","Trans8","Trans9","Trans11","Trans31","Trans41","Food10","Food18","Food26","Food30","Food43","Food46","Food51","Food53","Food55","Food58","Food59","Food81","Food82","Food87","Food107","Food137","Food150","Food153","Food156","Food160","Food162"
"1",0,74.95,0,0,1,12,22,38,0.33,0,0,0,0,0,0,0,7,0,4,3.95,23.27,0,0,0,0,0,1,10,4,0,0
"2",0,193.61,0,0,6,64,0,4,0,2,0,0,0,0,0,16.51,0,0,0,0,0,0,0,0.779141104,0,5,2,2,55,0,11.31
"3",43.47,54.35,1,6,6,9,23,43,0,17,0,2,4.77,0,36.64,0,11,0,0,4.77,46.26,0.109730849,0.842880147,0,1,4,0,9,2,0,0
"4",25.6,41.37,3,7,9,12,39,81,0,19,0,1,3.95,0,12.75,0,6,0,0,6.7,23.02,0.327628362,0.623471883,0,0,0,6,0,2,1,1
"5",0,121.19,0,0,2,18,37,39,0,1,0,0,0,0,0,0,0,0,12,4.75,0,0,0,0,0,0,0,7,7,0,0
"6",0,63.77,0,0,5,7,3,31,0,3,0,0,0,0,0,7.15,0,0,0,8.4,0,0.355855856,0,0.644144144,0,1,1,1,2,0,3
"7",31.18,77.45,7,8,9,10,27,91,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,0,4,1,0,0
"8",0,64.09,0,0,0,9,5,15,1,7,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,8,0,14,0,0
"9",5.75,114.85,1,2,9,18,38,43,0,0,0,0,0,0,0,0,14,1,4,14.1,28.74,0.933774834,0,0,0,1,3,0,9,0,0
"10",0,27.69,0,0,1,5,0,78,0,0,0,0,0,0,0,0,0,0,0,13.11,0,1,0,0,0,0,2,1,1,0,0
"11",0,425,0,0,7,54,7,10,0,1,0,0,0,0,0,26.7,5,6,4,40.2,17.8,0.202099738,0,0.700787402,0,0,10,63,56,0,9.3
"12",18.84,63.69,3,5,5,10,38,54,0,8,2.95,3,11.05,0,0,0,1,0,0,11.05,3.25,0.789285714,0,0,1,3,4,2,7,2.45,2.45
"13",0,39.47,0,0,0,14,17,19,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,10,2,0,0
"14",0,79.91,0,0,8,20,2,31,0,0,0,0,0,0,10.35,9.1,5,2,2,0,18.05,0,0.36443662,0.320422535,0,2,10,0,1,0,6.25
"15",29.55,127.7,0,7,13,26,15,18,1,10,0,4,18.5,7.2,0,7.2,1,2,6,47.95,4.25,0.673764259,0,0.109505703,0,7,18,7,22,2.25,2.25
"16",35.05,81.58,3,8,13,19,11,58,0,7,0,2,7.9,12.55,0,12.55,0,8,0,15.8,0,0.264214047,0,0.419732442,2,7,4,3,8,5.38,5.38
"17",62.37,121.67,2,7,12,14,15,93,0,64,0,2,8.9,16.5,0,16.5,0,0,0,22.45,0,0.435308343,0,0.399032648,0,3,1,2,6,6.9,11.35
"18",0,34.65,0,0,0,8,2,5,0,2,0,0,0,0,0,0,4,0,0,3.95,16.2,0,0,0,0,0,3,0,3,0,0
"19",39.35,121.57,3,8,16,25,6,48,0.43,11,4.45,6,25.7,0,4.45,5,1,0,2,85.55,4.45,0.731520223,0.062064156,0.069735007,3,12,4,3,24,0,1.98
"20",11.35,97.25,2,2,5,19,15,29,1,4,0,0,0,0,0,0,1,6,5,0,4.45,0,0,0,2,4,1,0,11,0,8.9
"21",0,76.8,0,0,10,15,0,79,0,44,0,0,0,0,0,13.5,0,0,7,0,0,0,0,0.389835403,0,4,1,3,10,0,7.7
"22",0,64.45,0,0,6,9,0,65,0,0,0,0,0,0,0,27.85,2,0,0,13.8,4.25,0.273299748,0,0.701511335,0,1,11,0,9,0,14.55
"23",29.95,34.65,0,13,14,15,24,186,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,14,0,0
"24",0,37.97,0,0,0,9,3,18,1,3,0,0,0,0,0,0,3,0,0,0,11.48,0,0,0,0,0,1,2,0,0,0
"25",0,104.95,0,0,0,13,3,24,0,1,0,0,0,0,0,0,0,0,4,10.95,0,0,0,0,0,0,14,10,26,0,0
"26",172.96,199.08,21,27,29,32,1,167,0.71,1,46.04,20,62.21,16.62,0,16.62,0,0,2,70.51,0,0.686597068,0,0.175260993,4,5,0,25,31,6.54,6.54
"27",25.3,150.75,4,4,13,19,18,77,0,44,4.95,1,4.95,6.2,0,47.9,0,3,8,9.7,0,0.105664488,0,0.521786492,1,5,5,11,7,2.45,16.85
"28",93.33,192.29,5,12,21,25,4,24,0,6,0,2,9.3,42.3,14.45,72.2,5,1,8,9.3,22.35,0.085281981,0.132508024,0.662081614,1,9,7,10,7,10.1,18.45
"29",32.84,72.88,4,6,6,10,32,53,0,19,0,0,0,10.27,0,10.27,0,0,5,8.74,0,0,0,0.585518814,3,3,0,1,6,2.41,2.41
"30",3.95,31.45,0,1,5,7,38,130,0,36,0,0,0,0,0,5.95,0,3,0,3.75,0,0.35046729,0,0.556074766,0,2,1,0,5,0,2
"31",9.05,72.1,0,3,3,18,4,10,1,1,0,1,3.95,0,0,0,2,2,0,7.4,9,0.663865546,0,0,0,1,2,5,2,0,0
"32",30.15,45.73,0,9,12,13,14,141,1,5,0,0,0,8.5,4.65,8.5,2,8,0,0,9.4,0,0.192946058,0.352697095,0,9,2,0,10,4.2,4.2
"33",0,53.72,0,0,0,6,15,49,0,11,0,0,0,0,0,0,4,0,4,0,18.7,0,0,0,0,0,0,3,1,0,0
"34",48.58,164.08,5,10,13,38,0,6,0,1,12.55,8,36,0,0,0,0,7,3,97,0,0.93578848,0,0,3,9,2,8,10,0,0
"35",14.85,65.22,1,1,2,9,21,37,0,3,0,0,0,14.85,0,14.85,2,4,14,8.4,3.95,0.352201258,0,0.622641509,2,4,13,0,14,4.2,4.2
"36",14.22,198.04,1,3,9,40,0,3,1,1,0,0,0,9.6,0,26.09,0,0,2,0,0,0,0,0.581327986,0,1,1,36,39,7.29,25.6
"37",32,113.9,0,4,14,17,15,23,0,6,0,0,0,27.55,0,78.04,0,2,0,0,0,0,0,0.883305037,0,4,11,1,15,17.6,45
"38",18.6,50.8,0,5,12,17,26,40,0,7,0,0,0,11.4,0,11.4,0,1,0,0,0,0,0,0.352395672,0,9,3,0,17,6.9,6.9
"39",32.28,44.89,12,13,13,15,35,217,0,53,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,7,1,0,0,0
"40",0,54.39,0,0,0,9,5,23,0,0,0,0,0,0,0,0,7,0,0,2.95,26.41,0,0,0,0,0,0,0,1,0,0
"41",0,42.32,0,0,6,7,5,135,0,102,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,3,1,6,0,0
"42",122.35,124.9,4,13,13,14,17,206,0,168,11.75,13,51.65,42.5,0,42.5,0,0,0,54.2,0,0.495919347,0,0.40806529,4,8,3,2,21,18.5,18.5
"43",35,60.98,7,8,8,13,10,82,0,29,25.1,6,25.1,0,0,0,0,0,3,32.5,0,0.717142857,0,0,5,5,7,2,6,0,0
"44",0,100.77,0,0,2,15,23,50,0.75,0,0,0,0,0,0,0,0,0,0,8.64,0,0,0,0,0,0,0,0,2,0,0
"45",36.54,52.95,3,7,9,11,25,98,0,16,3.45,1,3.45,3.25,0,3.25,0,0,0,3.45,0,0.479166667,0,0.451388889,0,0,4,0,4,1.5,1.5
"46",0,95.45,0,0,0,27,2,4,0,1,0,0,0,0,0,0,4,0,4,29.59,16.07,0,0,0,0,0,0,5,6,0,0
"47",16.9,56.4,1,4,8,14,30,50,0,7,4.45,3,12.35,0,0,0,0,0,0,51.85,0,1,0,0,0,0,0,13,13,0,0
"48",132.3,265.39,10,18,25,36,2,15,0.25,12,12.24,7,30.12,39.37,0,57.85,0,1,2,88.44,0,0.345498593,0,0.452094405,3,9,2,29,42,16.87,24.1
"49",16.35,23.75,6,7,9,10,11,150,0,33,0,0,0,0,4.25,0,1,1,0,2.95,4.25,0.144254279,0.207823961,0,3,5,4,1,9,0,0
"50",0,51.04,0,0,1,14,9,28,0,0,0,0,0,0,0,0,2,2,0,4,4.45,0,0,0,0,0,0,0,3,0,0
"51",0,71.7,0,0,0,8,1,9,0,1,0,0,0,0,0,0,0,0,4,10.36683168,0,0,0,0,0,0,2,6,4,0,0
"52",0,37.65,0,0,0,9,19,27,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,16,0,12,0,0
"53",0,25.81,0,0,0,4,16,72,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"54",1.74,27.08,0,1,3,7,18,74,1,25,0,0,0,0,0,0,2,3,0,8.6,4.74,0.914893617,0,0,0,1,2,0,4,0,0
"55",0,95.41,0,0,0,14,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"56",15.8,51.52,0,3,7,10,38,65,0,13,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0
"57",0,126.38,0,0,11,13,0,115,1,42,0,0,0,0,0,24.47,0,0,0,3.2,0,0.067983854,0,0.519864032,0,0,5,1,5,0,31.07
"58",22.79,159.79,1,1,17,22,10,48,0,37,0,0,0,0,0,39.22,3,5,4,11.25,10.35,0.052110818,0,0.517414248,0,6,10,3,6,0,25.56
"59",29.06,61.03,5,5,5,7,6,299,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,2,2,6,3,0,0
"60",79.87,145.17,8,10,12,17,2,8,0.67,2,8.9,3,13.65,0,11.35,13.6,5,1,13,22.55,19.05,0.16435882,0.13666466,0.163756773,7,9,9,2,4,0,4.9
"61",14.43,76.71,2,2,8,11,32,65,1,21,0,0,0,0,0,16.08,1,0,2,12.65,3.89,0.40885585,0,0.519715579,0,4,5,1,9,0,3.43
"62",41.85,46.05,2,4,4,6,25,205,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,6,1,0,1,0,0
"63",32.05,52.71,4,5,6,11,12,84,0,44,0,0,0,28.1,0,35.5,0,1,0,0,0,0,0,0.97260274,1,2,0,5,7,11.1,14.55
"64",0,54.55,0,0,6,10,15,46,0,13,0,0,0,0,6.5,13.65,2,2,0,0,6.5,0,0.225303293,0.473136915,0,2,7,1,4,0,10.6
"65",0,197.93,0,0,2,53,4,7,0.07,1,0,0,0,0,7.9,0,14,2,0,139,49.38,0,1,0,0,0,41,0,6,0,0
"66",13.5,55.15,0,1,4,9,15,82,0.67,35,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,2,0,2,0,0
"67",19.1,30.15,0,5,6,9,39,148,0,0,0,3,10.66,0,0,0,0,5,0,10.66,0,0.780380674,0,0,0,5,1,0,4,0,0
"68",65.43,113.15,5,11,14,23,3,16,0,8,7.9,6,23.2,5.9,0,10.05,0,2,6,49.9,0,0.437735849,0,0.189622642,5,11,6,0,23,1.95,4.2
"69",76.75,149.75,4,14,23,27,2,9,1,0,0,0,0,9.15,92.1,9.15,25,0,2,3.65,113.1,0.029626623,0.747564935,0.074269481,0,2,1,26,2,2.45,2.45
"70",33.35,163.44,3,8,16,32,5,27,0,1,0,0,0,24.5,0,48.25,0,11,11,0,0,0,0,0.738897397,1,7,3,15,0,12.6,23.05
"71",30.45,99.7,0,4,9,15,29,36,0,1,0,2,9.7,3.95,0,3.95,0,8,8,9.7,0,0.36952381,0,0.150476191,0,4,1,4,6,1.5,1.5
"72",11.56,47.55,0,3,6,9,9,79,0,24,0,0,0,0,0,0,4,2,2,3.25,13.85,0.218855219,0,0,0,3,2,2,5,0,0
"73",0,334.26,0,0,15,41,28,30,0.75,0,0,0,0,0,0,39.55,0,0,23,8.1,0,0.103184713,0,0.503821656,0,19,0,1,20,0,10.25
"74",0,76.85,0,0,11,20,10,45,1,34,0,0,0,0,0,0,0,11,4,11.8,0,0.468253968,0,0,0,0,11,10,1,0,0
"75",0,123.08,0,0,5,22,0,10,0,3,0,0,0,0,0,0,2,0,12,20,4.25,0.084415584,0,0,0,1,29,4,9,0,5.85
"76",0,61.2,0,0,0,9,26,30,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",44.45,193.6,1,6,13,21,1,10,0,8,4.45,1,4.45,5.2,9.4,30.6,5,1,19,4.45,22.75,0.039732143,0.083928571,0.273214286,0,8,3,16,18,2.45,9.3
"78",31.5,44.58,0,8,8,13,17,39,0,21,0,7,29.05,0,0,0,5,1,0,29.05,13.08,0.950900164,0,0,0,7,0,2,9,0,0
"79",22,123.77,0,3,13,17,40,70,1,1,0,0,0,22,0,65.95,0,0,6,0,0,0,0,0.816212871,0,4,13,3,13,9.85,33.9
"80",29.3,78.93,0,5,18,21,2,73,0,16,0,0,0,22.55,0,31.9,0,0,3,0,0,0,0,0.470501475,0,11,1,7,20,6.9,11.8
"81",0,24.15,0,0,0,3,15,21,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,0
"82",2.9,36.45,1,1,6,9,32,92,0,19,0,0,0,0,0,0,0,0,2,13.23,0,0.449846991,0,0,0,1,1,8,5,0,0
"83",0,127.19,0,0,8,30,0,5,0,4,0,0,0,0,0,0,0,0,0,47.45,0,1,0,0,0,4,0,0,15,0,0
"84",11.35,47.78,1,4,5,11,1,66,1,64,0,0,0,3.25,0,3.25,0,0,0,0,0,0,0,0.382352941,0,0,5,0,5,1.5,1.5
"85",0,19.55,0,0,0,4,4,14,0,1,0,0,0,0,0,0,2,0,0,2.9,3.39,0,0,0,0,0,6,0,4,0,0
"86",19.75,58.9,2,3,5,8,8,115,0,69,4.45,3,11.35,0,0,0,0,0,4,22.6,0,0.701863354,0,0,1,2,8,0,7,0,0
"87",12.45,21.34,1,2,2,4,13,226,0,24,0,0,0,6.2,5.25,6.2,4,0,0,0,14.14,0,0.4216867,0.497992,1,1,0,1,0,1.75,1.75
"88",9.5,196.72,0,1,13,32,1,17,0,0,0,0,0,9.5,0,47.9,1,2,2,36.65,5.95,0.272390364,0,0.591723286,0,12,0,2,13,5.25,27.45
"89",68.89,129.7,4,10,13,20,16,18,0.67,1,0,0,0,28.9,23.9,28.9,13,0,0,7.3,42.97,0,0.452651515,0.547348485,1,3,18,0,2,8.15,8.15
"90",0,42.33,0,0,0,8,17,44,0,24,0,0,0,0,0,0,0,0,0,14.6,0,0,0,0,0,0,4,0,4,0,0
"91",4.85,7.5,2,2,2,3,12,362,0,343,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,4.5,4.5
"92",0,101.25,0,0,0,16,23,45,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,2,0,0,0
"93",0,152.56,0,0,0,9,0,9,0,0,0,0,0,0,0,0,2,0,0,0,4.58,0,0,0,0,0,4,8,4,0,0
"94",57.32,123.51,4,10,13,18,8,54,1,32,10.4,5,26.25,7,8.9,19.4,2,0,5,26.25,8.9,0.316417551,0.107280617,0.233847637,3,8,2,6,10,2.25,4.75
"95",0,17.73,0,0,0,7,36,38,0,0,0,0,0,0,0,0,6,0,0,0,15.32,0,0,0,0,0,0,5,0,0,0
"96",0,112.89,0,0,0,23,0,2,0,1,0,0,0,0,0,0,1,0,6,0,2.12,0,0,0,0,0,13,2,26,0,0
"97",0,48.14,0,0,0,14,3,12,0,0,0,0,0,0,0,0,0,4,4,6.6,0,0,0,0,0,0,10,0,9,0,0
"98",0,62.25,0,0,2,11,1,9,1,1,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,3,5,0,13,0,0
"99",38.39,114.09,6,9,13,23,4,19,1,0,0,0,0,0,0,8.9,2,0,8,2.75,9.2,0,0,0.235449735,2,6,4,5,6,0,3.95
"100",16.2,46.4,0,1,2,5,3,86,0,0,0,0,0,15.7,0,23.1,0,0,0,22.8,0,0,0,0.978813559,0,3,3,0,9,3.45,6.9
"101",0,137.61,0,0,10,35,2,17,0.5,8,0,0,0,0,13.65,0,6,29,0,16.7,23.04,0.399082569,0.417431193,0,0,8,3,14,20,0,0
"102",4.15,49.46,0,1,4,8,1,50,1,1,0,1,4.15,0,0,22.75,0,0,4,8.1,0,0.249614792,0,0.701078582,0,1,0,11,8,0,8.9
"103",8.1,42.72,0,1,1,6,14,58,1,31,0,2,8.1,0,0,0,8,0,0,24.04,18.68,1,0,0,0,2,0,0,6,0,0
"104",45.02,50.83,5,7,9,10,13,248,0,139,19.75,5,19.75,6.2,0,6.2,0,0,0,23.7,0,0.761078998,0,0.238921002,5,6,0,0,6,2.25,2.25
"105",7.2,20.76,0,2,6,10,0,143,0,36,0,0,0,0,3.95,0,2,0,0,0,7.7,0,0.475903615,0,0,2,1,0,1,0,0
"106",0,16.84,0,0,0,3,32,73,0,15,0,0,0,0,0,0,1,1,0,0,4.75,0,0,0,0,0,0,0,0,0,0
"107",0,34.93,0,0,3,14,24,35,1,6,0,0,0,0,0,0,1,0,0,30.7,3.25,1,0,0,0,0,2,0,11,0,0
"108",0,140.92,0,0,0,22,15,19,1,0,0,0,0,0,0,0,4,2,6,6.8,18.4,0,0,0,0,0,21,2,25,0,0
"109",24.05,134.48,0,3,10,22,25,42,0,3,0,1,4.95,9.2,4.95,26.55,5,1,2,37.3,13.73,0.353893601,0.076329992,0.409406322,0,2,1,13,17,5.25,11.45
"110",0,5.89,0,0,0,3,0,29,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"111",0,188.96,0,0,9,29,5,15,0,0,0,0,0,0,33.56,29.88,35,0,4,4.09,114.22,0,0.481077982,0.428325688,0,2,1,28,3,0,11.35
"112",0,222.85,0,0,1,29,6,20,0,4,0,0,0,0,0,8.4,0,0,19,9.45,0,0,0,1,0,0,44,3,50,0,2.25
"113",1.14,175.63,1,1,1,33,5,11,0,5,0,0,0,0,0,0,0,1,6,7.1,0,0,0,0,0,0,2,5,1,0,0
"114",13.47,35.37,2,3,5,7,20,119,1,10,0,0,0,0,4.37,0,1,0,4,3.59,4.37,0.424852071,0.517159763,0,1,2,0,2,0,0,0
"115",26.7,49.25,4,4,10,12,9,115,0,52,0,0,0,13.45,0,13.45,0,0,2,0,0,0,0,0.300223214,2,10,1,5,16,9.35,9.35
"116",11.21,48.92,0,3,9,14,27,32,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
"117",6,33.7,0,1,4,6,37,120,0,5,0,0,0,0,0,8.35,0,1,0,3.75,0,0.261324042,0,0.581881533,0,1,5,0,4,0,4.5
"118",68.6,75.8,6,8,8,10,19,252,1,70,0,0,0,65.65,0,65.65,0,1,0,0,0,0,0,0.956997085,1,1,0,14,6,20.2,20.2
"119",9.15,41.79,2,2,3,10,15,19,0,2,0,0,0,5.7,0,11.4,0,3,0,0,0,0,0,0.919354839,0,0,0,3,2,2.25,4.46
"120",105.33,141.8,5,12,12,16,30,79,1,0,0,0,0,39.3,16.35,39.3,7,0,2,0,29.5,0,0.201976529,0.485484867,5,10,0,0,2,9.6,9.6
"121",3.85,36.62,0,2,9,14,23,38,0,1,0,0,0,0,0,0,1,0,2,0,4.65,0,0,0,0,1,7,1,9,0,0
"122",0,26.9,0,0,0,4,26,32,0,1,0,0,0,0,0,0,0,0,4,8.74,0,0,0,0,0,0,0,2,3,0,0
"123",44.22,57.37,3,6,7,8,5,194,0,89,0,0,0,6.7,0,6.7,0,7,2,0,0,0,0,0.356382979,1,3,0,7,7,2.25,2.25
"124",17.87,78.92,0,4,7,13,6,45,0.75,33,0,1,4.65,0,13.25,16.75,8,0,0,4.65,26,0.134199134,0.382395382,0.483405483,0,2,15,0,5,0,5.9
"125",0,59.6,0,0,2,8,18,54,0,15,0,0,0,0,0,17.7,6,1,0,0,17.8,0,0,1,0,1,1,0,2,0,9.6
"126",0,100.64,0,0,7,11,31,70,1,37,0,0,0,0,0,0,2,0,4,9.2,9.9,0.3056478,0,0,0,3,1,4,5,0,0
"127",0,89.52,0,0,8,15,16,60,0,12,0,0,0,0,0,0,0,0,2,56.75,0,0.949367089,0,0,0,10,0,1,17,0,0
"128",0,56.97,0,0,5,14,7,15,0,2,0,0,0,0,4.65,0,5,3,2,8.9,19.62,0.25,0.261235955,0,0,4,1,0,4,0,0
"129",0,152.71,0,0,19,38,11,19,0.33,1,0,0,0,0,0,7.56,0,5,4,41.37,0,0.105279503,0,0.117391304,0,20,1,0,31,0,3.19
"130",0,198.91,0,0,21,35,2,57,1,53,0,0,0,0,0,10.85,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.25
"131",0,57.59,0,0,3,12,5,11,0,1,0,0,0,0,0,7.15,0,2,2,3.95,0,0.254019293,0,0.459807074,0,0,2,6,7,0,3.7
"132",34.25,51.85,4,4,5,6,2,279,0,159,4.65,1,4.65,22.4,0,22.4,0,0,4,13.55,0,0.368707483,0,0.60952381,2,4,0,1,1,13,13
"133",17.25,40.45,2,4,7,9,1,141,0,59,4.45,1,4.45,12.8,3.65,12.8,1,0,0,12.65,3.65,0.434707904,0.125429553,0.439862543,1,5,2,0,7,4.5,4.5
"134",0,9.71,0,0,2,2,1,129,0,102,0,0,0,0,0,9.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.45
"135",0,83.31,0,0,0,9,20,33,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"136",60.68,120.92,7,13,16,23,10,41,0,20,0,2,9.74,0,52.09,0,17,1,0,9.74,76.48,0.153821857,0.822646873,0,3,5,0,15,2,0,0
"137",0,59.59,0,0,5,11,33,64,1,13,0,0,0,0,0,28.2,0,1,0,10.8,0,0,0,0.946308725,0,6,0,3,11,0,12.55
"138",37.53,41.98,4,5,5,6,12,343,0,191,7.9,2,7.9,22.6,0,22.6,1,0,0,7.9,4.45,0.250793651,0,0.717460318,2,2,0,3,3,7.75,7.75
"139",0,47.45,0,0,0,15,7,38,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0
"140",0,12.87,0,0,0,4,0,53,0,36,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
"141",0,234.87,0,0,10,42,8,14,0,0,0,0,0,0,7.7,5.9,19,1,2,19.8,72.32,0.104651163,0.162790698,0.124735729,0,0,2,25,6,0,2.45
"142",0,89.65,0,0,0,16,1,22,0.5,7,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,12,0,12,0,0
"143",14.35,58.75,0,3,6,12,20,27,1,4,0,2,9.3,0,0,13.2,0,6,0,18.2,0,0.34962406,0,0.496240602,0,7,0,0,8,0,4.9
"144",0,22.04,0,0,0,4,4,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"145",0,67.87,0,0,0,7,9,20,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,10,8,0,0
"146",0,88.07,0,0,0,15,9,22,0,0,0,0,0,0,0,0,2,0,4,17.5,6.67,0,0,0,0,0,1,17,1,0,0
"147",0,106.03,0,0,6,26,4,21,0,0,0,0,0,0,0,0,3,3,2,30.15,13.95,0.427027027,0,0,0,5,1,4,15,0,0
"148",0,328.75,0,0,4,72,0,2,0.5,1,0,0,0,0,0,5.4,0,6,0,0,0,0,0,0.378947368,0,0,0,96,0,0,2.45
"149",61.09,126.69,0,10,14,27,12,16,0.25,3,0,0,0,4.76,9.04,4.76,2,3,4,0,9.04,0,0.138629045,0.072994939,0,12,4,0,19,2.7,2.7
"150",12,31.8,0,2,2,6,11,190,0,0,0,0,0,0,5.42,0,4,0,0,0,14.32,0,0.903333333,0,0,2,1,1,0,0,0
"151",0,59.7,0,0,10,13,5,21,0,8,0,0,0,0,4.45,7.6,1,0,4,0,4.45,0,0.107878788,0.184242424,0,10,2,0,1,0,7.9
"152",0,26.4,0,0,0,4,0,14,0,5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,4,0,0
"153",58.38,97.78,9,15,17,21,40,117,0,15,0,0,0,19.6,25.3,36.3,6,0,0,0,25.3,0,0.400950872,0.575277338,6,9,1,0,6,11.4,20.3
"154",61.85,151.32,6,13,16,22,26,47,0.33,0,0,1,3.65,16.8,0,22.9,0,0,4,3.65,0,0.076359833,0,0.479079498,3,5,8,0,14,13.05,15.5
"155",0,32.95,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,12.75,0,0,0,0,0,0,0,0,0,0,0
"156",4.08,134.55,0,1,13,34,18,26,0,5,0,1,4.08,0,0,0,5,3,8,25.47,13.1,0.594673595,0,0,0,0,29,0,23,0,3.68
"157",31.16,137.51,0,6,14,33,28,40,0,0,0,0,0,6.4,0,6.4,1,14,2,0,2.22,0,0,0.27826087,0,10,1,3,10,2.45,2.45
"158",0,289.31,0,0,11,38,3,5,0.57,1,0,0,0,0,0,24.1,0,0,29,108.05,0,0.269695505,0,0.232962784,0,3,11,39,42,0,6.2
"159",79.06,116.79,8,11,14,18,15,72,1,6,22.88,6,27.75,31.81,4.95,38.6,2,0,3,32.5,9.62,0.352494577,0.053687636,0.418655098,1,3,0,14,13,10.24,12.65
"160",0,21.37,0,0,0,4,30,38,0,7,0,0,0,0,0,0,4,0,0,3.35,17.02,0,0,0,0,0,1,2,1,0,0
"161",67.65,148.64,5,9,14,17,36,130,0,9,0,0,0,22.65,14.95,29.25,6,0,14,7.2,21.17,0.084955752,0.17640118,0.345132743,4,15,6,2,12,6.85,9.3
"162",50.2,65.93,4,8,9,10,14,180,0,119,0,1,2.9,0,0,0,0,17,3,2.9,0,0.104996379,0,0,7,13,3,0,3,0,0
"163",0,114.51,0,0,5,18,3,27,0,10,0,0,0,0,0,15.85,2,0,2,7.1,8.5,0.281746032,0,0.628968254,0,2,9,1,10,0,4.2
"164",0,65.18,0,0,7,14,0,73,0,66,0,0,0,0,0,18.45,1,8,2,0,3.95,0,0,0.632933105,0,0,13,7,1,0,5.25
"165",45.5,105.52,2,7,13,18,35,62,0,13,0,0,0,5.7,0,15.55,0,3,7,10.35,0,0.285123967,0,0.428374656,0,3,3,8,5,2.45,4.9
"166",0,65.76,0,0,1,11,30,51,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167",0,148.51,0,0,2,15,17,39,1,9,0,0,0,0,0,0,4,0,0,0,15.22,0,0,0,0,0,0,2,0,0,0
"168",55.31,79.61,5,12,12,15,15,26,1,4,3.45,1,3.45,0,0,0,2,6,0,3.45,9.2,0.408284024,0,0,0,1,0,5,1,0,0
"169",0,35.15,0,0,0,7,26,32,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0
"170",0,22.71,0,0,2,6,38,162,0,7,0,0,0,0,0,0,3,2,2,0,6.56,0,0,0,0,0,4,1,1,0,0
"171",19.65,43.4,1,3,4,7,10,147,0,42,0,0,0,0,3.75,0,1,0,7,14.6,3.75,0,0.130208333,0,0,0,12,0,4,0,0
"172",12.65,15.2,0,2,2,3,16,189,0,172,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,3,0,0
"173",0,282.8,0,0,5,48,9,13,1,0,0,0,0,0,0,18.95,0,0,28,8.9,0,0,0,0.510094213,0,3,2,33,20,0,8.9
"174",0,115.2,0,0,1,17,8,27,0,0,0,0,0,0,0,0,0,0,10,41.8,0,0,0,0,0,0,0,10,30,0,0
"175",0,23.85,0,0,0,5,8,16,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,16,0,0
"176",87.4,133.3,10,16,17,23,10,47,0.5,9,22.55,11,44.75,0,0,0,0,6,10,53.35,0,0.550430504,0,0,9,18,4,7,17,1.75,1.75
"177",26.9,47.9,0,5,6,12,38,42,0.5,3,0,2,10.2,0,0,0,0,0,2,15.45,0,0.607072692,0,0,0,6,4,2,16,0,0
